a,b
0.9619760997475679,0.41077411319422485
0.733929204569857,0.24568109799560267
0.236318490363973,0.9503946017446105
0.4417853674233665,0.24549609447819254
0.891783416233568,0.9521006683897929
0.7511096825056974,0.6386934050430727
0.7637387745185691,0.14885803983299173
0.7670519140723195,0.3814908572240653
0.7361058573064305,0.13838704515018652
0.30981432049150415,0.355914009953159
0.9948989751824806,0.9873413717465529
0.28848275481981245,0.04985267355007006
0.898914235685827,0.40047782987209557
0.30188877202731834,0.2611017419416548
0.11202127219462399,0.20359855982745012
0.34221389420049186,0.19501067519466597
0.4197181218375078,0.07184040211426335
0.8465010803858117,0.1901448280455451
0.3924527705945745,0.46006198861886416
0.25131674279336413,0.8849748036785424
0.7515344787001945,0.9237841254076015
0.6687362702582065,0.8647761673191302
0.6847590032544786,0.3155446754813651
0.16653429725512459,0.4379484234598875
0.2641670264848307,0.9115507358473258
0.7590721666700126,0.534705247867194
0.7535585083541025,0.7756136132976819
0.28294586052861925,0.2309935686018446
0.1606535455117819,0.5689679082416996
0.662541557417391,0.31800161750232436
0.3271989963065176,0.2148720171133457
0.5842967089109138,0.388274713773315
0.8623404941843594,0.2844793989743991
0.11742509649549648,0.9380848665063211
0.42841266379684084,0.2465921574043075
0.8259931277816879,0.24351843154316577
0.2414531892868832,0.7358939280131654
0.7973391213834045,0.20735929867816127
0.6464500393111563,0.23948586969160512
0.7123657859465318,0.3238992243511928
0.3896192819134111,0.11512470241680572
0.7714100999344115,0.2334539020313492
0.4094912904198694,0.2879475193656543
0.7554801583541486,0.27562412533044245
0.8880448061317257,0.7630529559847553
0.7325210850936534,0.33916264474799096
0.5383781002594812,0.8234629409496678
0.7578993957291369,0.6504682176050097
0.6275881308028166,0.6208421799498784
0.9482785799581815,0.40187468347020916
0.07967817381101316,0.5621988703612559
0.36989305077757817,0.3635311131815109
0.01138430634748866,0.8796993332650777
0.17377965788224115,0.8307059431742562
0.593327331031266,0.8116541705214662
0.17998168237971324,0.5080676834100841
0.3081273367324966,0.0636295199282878
0.30324277934443267,0.19233171366736457
0.32199639433452865,0.9059231769142406
0.18702200834542826,0.17407653775180143
0.8823203262682593,0.44889879278205913
0.5534037565401019,0.8259208907784295
0.0582666183626418,0.23609026879252093
0.8568977643385303,0.31554648875609936
0.4924345976072607,0.17228436702342875
0.5561297127321144,0.41477574445551
0.9272383789858546,0.9465263601216383
0.5295252950275219,0.6974254607746544
0.32366472642335464,0.20131659517232492
0.48176975630633856,0.04515885616804538
0.3314730904774339,0.36656527215990375
0.5097683513348971,0.6942812024372584
0.5407695689268949,0.19518957881339016
0.9078315847015995,0.6356770784654806
0.31267833842542203,0.9633556244645191
0.7361127496559263,0.2729409417152865
0.22073565625611957,0.2533772221599112
0.5561307854101837,0.7319983399704353
0.8402772015196215,0.631298396263318
0.29822761796689756,0.6842817170370281
0.0983827453248095,0.6205158989453151
0.9509684006938904,0.794332786929164
0.17540137104909315,0.026641430884397965
0.4411653747384041,0.5990921634663742
0.021518495829171425,0.5763745087847589
0.3553342682781352,0.06993185130816848
0.6286420736771852,0.6687261813053569
0.7672606683394463,0.4580322127619394
0.13453534879045437,0.1296092664034797
0.7980051935673556,0.38282411044399756
0.5913724354672039,0.7518330469455132
0.9059592629504837,0.6730597129174218
0.12715905162136953,0.9566068725307805
0.8212189718606787,0.2311171316081273
0.8204591210130229,0.7469972168333113
0.3218602126022203,0.7836540811039264
0.5917306501640895,0.07913765266282924
0.2007523609884354,0.5402085043512252
0.5971731387922815,0.4875515867325201
0.1491651027409553,0.4903455201825946
0.8277644714137026,0.14593088026969292
0.9844831400070267,0.6086767467030912
0.9677975322441651,0.3353744818027441
0.3778243425160718,0.07555704504555338
0.0019981673319480198,0.29898968692398686
0.6973445307331579,0.2814996919025672
0.5903869834934576,0.45980831580290193
0.8165338289719749,0.1817947765826261
0.13280586483382117,0.912119448441365
0.6823351008393316,0.9086999587063125
0.5448117527994926,0.03587295954491487
0.694689594032071,0.7685415423392097
0.4090472706966809,0.7419051414925184
0.6719298739724664,0.0031169672675137594
0.09745156604382266,0.33729023474017983
0.6964618514853446,0.18442135981189522
0.023305005360120812,0.5338140793244753
0.30504465305828654,0.5415681577423598
0.0012562203596794275,0.5082008754939918
0.9009521671888134,0.2501092498471831
0.01959139424256151,0.5107136785280771
0.10828006063118067,0.6036988809256117
0.19611054866264377,0.6488118387792539
0.7041849763597474,0.29865196656910964
0.788188563676325,0.8805832552644738
0.0358738350645893,0.8531711984534909
0.931647338346167,0.7990503131332201
0.041025578684375286,0.6579700354449803
0.2390023756570997,0.05993119979588901
0.9384411433433668,0.5123841920821948
0.04676102743669408,0.4130508925961729
0.9313892450360852,0.4004829403346941
0.27954530790542065,0.6742190280786542
0.4869821357656521,0.8335570370210424
0.2573544724791076,0.9031058039757185
0.3743588015440352,0.8792905481555686
0.20666790023040715,0.41210259707707597
0.7482574876393039,0.740093006379058
0.8585007202008529,0.41361404678125757
0.780133099156651,0.5323726522151361
0.8779520651853792,0.63576051023587
0.5175413756209897,0.10432727548091225
0.7341390179617896,0.9717342937646407
0.7042345352237668,0.8387444451641914
0.10309094605244973,0.009826049912390444
0.9645270646915408,0.14037637485303545
0.27835199639490105,0.06887694142771772
0.4137558184121404,0.8596612759722777
0.325455325001484,0.8337455741076859
0.26500347516187106,0.33350101444078273
0.3106131327999907,0.9406220040897636
0.1492662169865404,0.7075816540511981
0.052355609041667694,0.7178631245912638
0.5026265892231442,0.4750256218955209
0.0635549316081856,0.8390492398339827
0.1678969818514796,0.17678565594691042
0.9334928699543602,0.02185507141225651
0.23402205940039866,0.5040381499257915
0.7531195425807738,0.15109965033808725
0.13642668265339675,0.36883692947921287
0.6420610436833895,0.4855949423889746
0.33560428358662453,0.831468222108578
0.9525398107469321,0.3580454569486774
0.4722550196459384,0.0809871074109636
0.9205563110026408,0.3675498252029603
0.721428186208893,0.4124118649541971
0.9021923608552535,0.2674279166607717
0.8226082821016237,0.8962700944961258
0.11196699877233274,0.601029800867552
0.49227394775773703,0.043111739515438896
0.12007510749569716,0.43641816130724065
0.7068664815302984,0.006282799406849726
0.231287109980565,0.02787112900605737
0.016111423264462466,0.5996212513607496
0.45896922495565784,0.6259466349189146
0.9903649803893314,0.5900779212284274
0.4999657388702057,0.49822218006144736
0.10396193023378963,0.254383830086896
0.40141983718121377,0.7067967964274053
0.323707005607921,0.12856599701397464
0.9215170519131114,0.24637136357412992
0.3156189940514853,0.011372575569445265
0.554849713188684,0.1126384151079578
0.8850353586781959,0.15819324891885334
0.9984119007883684,0.4002965904885948
0.5638549906044087,0.07134998217167177
0.03702096792290199,0.4558161832162324
0.9101865765736027,0.4314491152177832
0.35564766880633536,0.06358607491177515
0.4897088224326579,0.8778926021946276
0.3261140527056837,0.40629092124818
0.5158240681237742,0.8107517077237802
0.6969927840565081,0.10927103679598749
0.026937548312489845,0.44027109579235935
0.8159458747518747,0.31928731894309703
0.28114077170043694,0.7564447451583353
0.755672040124271,0.23027720093560156
0.9327700597803932,0.9361173864881237
0.5039476819633768,0.00037499325064671574
0.9292559685171689,0.7152030901514077
0.8219094565338866,0.041789136120266246
0.6192820741552838,0.8046048794625195
0.020761545086418476,0.6083249323530141
0.05058748283605474,0.18622205212770093
0.8421509216638061,0.9835962033505521
0.7088560469986329,0.5983956841069266
0.22406316836915352,0.5961957000564722
0.36077776233595515,0.19399606979588058
0.4988964597554739,0.12250218990820594
0.5096317129318287,0.9377261204006797
0.6464367819036025,0.3227549544249636
0.2946463958453629,0.8565914804457072
0.6873957902641894,0.6012247054490202
0.27459447422220484,0.3152967643889403
0.3845846799336343,0.7623480197295767
0.17776961287093718,0.8527120564492718
0.46092092709108046,0.46798517075293267
0.5906213127454125,0.15553349244006398
0.3174771048471692,0.45751197777434793
0.792678783876064,0.7228056792141164
0.7095225066831692,0.6666908838912282
0.5009504238711038,0.26245743263821397
0.047949694290598255,0.83513825372869
0.6000906216620006,0.328352843015963
0.09726425274989159,0.9314500591702798
0.7721876168276821,0.3532551792112796
0.9871952330882502,0.6980751512274543
0.7618965107719374,0.4104808210320595
0.732822124394005,0.18895138017292756
0.4051278088688779,0.8504860371524378
0.29415147075555226,0.3350828784918354
0.7969143183602636,0.9563080755742864
0.8432370552446571,0.3355268027677347
0.33776594989471076,0.9467595360968842
0.3709940702422463,0.23968983519786402
0.3020669599956598,0.7748993337398364
0.2673958921135917,0.991099695319212
0.9917635103036744,0.7567532146204483
0.4884127722065743,0.291815692837579
0.11767733530245916,0.4953325666210977
0.9124129067614202,0.8634695625639991
0.9589615107302047,0.46415235977461267
0.1714959808711498,0.7204076845077496
0.7925159547640522,0.18413394717519993
0.5894187269102221,0.3907630762643607
0.17626020295270894,0.34248990937483104
0.023918540991057613,0.24611706764321606
0.6557038796241796,0.1894535322481209
0.8687013087399961,0.09997096385204651
0.1617992521951258,0.6792358192712019
0.4359331939251613,0.666576986605422
0.9064299499195309,0.1998482290557898
0.4773173032979904,0.7726489875030585
0.6890562115105466,0.9898101204986398
0.562844273550574,0.5141238995736973
0.43013018683786,0.3887546716121326
0.32819945242653936,0.0757759961335841
0.4603059336211738,0.8713209815371987
0.7628139173934537,0.21424252984888792
0.8270273093488768,0.14735073699233625
0.8409158159606556,0.09607960195966114
0.9857115142667393,0.9679094519410232
0.8948106411512154,0.47158408766234317
0.21784928799163772,0.4977723247700163
0.8389968691856708,0.3971175886688648
0.9894829816383449,0.03624975419583476
0.18228769620323582,0.2195213458989197
0.018979474922665274,0.3552840864859129
0.6421911471651708,0.36280451152543003
0.7078469423154141,0.5448031399185796
0.3292201649821853,0.06606954888544647
0.8859275709609683,0.4017158551429003
0.25494697269536026,0.19255387787664513
0.8484789773900169,0.25296520315126336
0.027725794141699067,0.26792597635489324
0.7413547058426023,0.9232772782729637
0.5163755387059754,0.40741290282038956
0.04958297740548012,0.5592245979156827
0.27422415179019755,0.07758080486323626
0.1595310864243178,0.2312101097906516
0.42431118502345866,0.5723655816896822
0.9261982105146379,0.4944122099238101
0.16828332194513196,0.7175950669073351
0.021126154038368483,0.3349293372323776
0.700700401154197,0.8827071396597487
0.8319228267383527,0.393722463900235
0.31987086437135526,0.6276803242168443
0.9010853447987761,0.6318524330685282
0.09768314496444253,0.7112413414784737
0.9758913340461342,0.08774192992490415
0.7855542707332991,0.02474007915034071
0.4396714320642672,0.17930960721218614
0.564304365778772,0.2610461959170588
0.618145005034564,0.7565509369617003
0.46005233436700754,0.7402158588072256
0.6253265754583476,0.15221016499922313
0.13332216061180513,0.6063229386440808
0.39359626672359915,0.20250869208349664
0.8753722426878703,0.03852208796174561
0.6273345212914739,0.03524197693988729
0.9338467614601211,0.5634526419101014
0.6165942630490463,0.09936880814092586
0.5033631649230312,0.2835758205326946
0.9416252695480468,0.22581777130442726
0.9541237879619946,0.3161942974839592
0.005887994151192122,0.012177639311811927
0.4435280738715469,0.6580240012003115
0.3140417853977949,0.9790347792502767
0.24179378144551789,0.8917114968443762
0.557182230456837,0.2411360776235838
0.984377033531874,0.5003156965008818
0.22348902100265788,0.26604973070611015
0.10780809676415881,0.9173319040308341
0.874328499525361,0.7390091173576735
0.3148941773101648,0.7578195593771343
0.23297979050093875,0.5961791548515374
0.10325584699419266,0.5631685556616642
0.689657173588565,0.6449312191178637
0.714035728457346,0.3022467032795383
0.09825963204651023,0.7538911686287029
0.37562379096476495,0.9474471552326316
0.46208479872149966,0.07907105505333656
0.21989892118464915,0.3822982169278206
0.06907921663139094,0.5246420116757886
0.3472166016553805,0.7319599310108323
0.5764876625960664,0.6131170875700337
0.4280847851817351,0.36701991754133767
0.7681727433951769,0.17758695662412372
0.9793149036766279,0.02564315974719389
0.9586413055422778,0.33174142725698375
0.11351519000768295,0.11187146230728962
0.613198282411414,0.40576964131113114
0.3224953146606807,0.7739394635548198
0.7103450678129842,0.44556723849777924
0.5968703872601527,0.750547893439761
0.5714119175504656,0.043483369345993284
0.8653952227879684,0.263725816865792
0.25305044829529566,0.2834297453481641
0.0871098567158416,0.5956741656432333
0.290010787001707,0.44961668486814377
0.9887906099708857,0.67632625690357
0.5298966090275479,0.4950181048476442
0.18855147796872496,0.39740950716793066
0.025866225756501438,0.2758111457834427
0.20131860569765714,0.3628214164770651
0.29833878358786636,0.07829380911997619
0.8157969713195303,0.8285662240859348
0.3932139547858171,0.7822710747945608
0.328986591640142,0.2336964536640378
0.8530059798773976,0.271560559192247
0.49964437638868386,0.2667499017976054
0.808792418459208,0.04732989909246543
0.35621032368310823,0.2847185928187649
0.47593621312663037,0.9337947948568568
0.7049585123594092,0.21070028342671832
0.37211115258776606,0.5964723099281836
0.18663528754705938,0.8007184111453599
0.04370038564572565,0.5345225021205535
0.508868261501033,0.9052756911241905
0.9402900086219425,0.03169857066121906
0.5092709093025877,0.38929474714866574
0.07694706853627842,0.04366939539271353
0.13878238327878822,0.19951934912667324
0.7029487959422219,0.2869115774688157
0.6136082038452698,0.2338336190582455
0.7874558422565634,0.09091464631026602
0.4658592439411392,0.2409108557677716
0.1784275705254489,0.8148393055919092
0.2930400493636345,0.7342020527746849
0.20492986147823267,0.05701314917817357
0.822556295032713,0.4877607162419777
0.6896419599518128,0.23650506611330668
0.3582323555714976,0.5072807153969265
0.05630813686219638,0.3479399684295932
0.7399180038373867,0.5802107536629757
0.5365308642529304,0.7775704303338105
0.08285190173537749,0.42511434733677533
0.5945216451420416,0.10401952774482204
0.1144840730078599,0.3551456764798503
0.0006468380186406275,0.08625192042479768
0.5381263905325668,0.9100972587394243
0.09033730056569889,0.761427325058445
0.9466203779925149,0.30586279447359255
0.9103302907443297,0.10633012936972708
0.1704943969392767,0.176962375995113
0.6118027701873373,0.8568834344387756
0.5372318411049383,0.3086577850779275
0.06693756956397356,0.6451789751435019
0.5795094781259461,0.989292772617386
0.9873496348190214,0.9442658660827208
0.7435450927202801,0.14813040016522616
0.2411798307724775,0.030672808427392395
0.9737683212346017,0.7238321829095087
0.48952129568944847,0.13323816085233664
0.9202305042159753,0.5305421060375357
0.37435204772679165,0.04002781642545439
0.925923667762157,0.59998222977315
0.3201250642900214,0.33390556300394836
0.9459939346317771,0.7423387292824961
0.647318819174666,0.6007161288907656
0.3682573979006355,0.9396029451253141
0.16116715560489858,0.5937557772551141
0.7771437528310638,0.29350008165690633
0.9445040034676179,0.6560115276130601
0.21542045258500542,0.541477199985601
0.9334804899465432,0.7336415474625316
0.6935288078748671,0.33316011946942115
0.7850019983617352,0.021684018254305992
0.06365858075510167,0.7573450908394891
0.5921485327087078,0.3345373701317784
0.6661168444332266,0.4428642181958753
0.1301169199223846,0.5417390365970425
0.5902369158474676,0.29432769614053156
0.44903623493690015,0.73509210525385
0.16457510803311937,0.7331208864712544
0.9890843790547331,0.8448373910125268
0.40389434473570673,0.13767591756175768
0.26250324297572136,0.2677333483492057
0.9586196356939234,0.3144862829881102
0.7676148033029301,0.858937920245866
0.3469137360974254,0.9461447854752362
0.18945717198845635,0.3255175833245295
0.3428176181175707,0.40651741019632737
0.11941609503183936,0.44242581158609495
0.5854523698703877,0.3979439105202123
0.5982161309755363,0.6944173333929111
0.8277843638230723,0.8580533033767829
0.497365568069154,0.7043474897072054
0.5560170900765572,0.9621946864580516
0.9778546756310302,0.8436785136797884
0.7652751640231464,0.26891741302964767
0.8618338738911887,0.6393615570989004
0.7038938634482429,0.5129613810179287
0.32218114258487707,0.21222148504950955
0.8285465038062155,0.7146009073093221
0.687015277124169,0.49662991670685497
0.8298308654961023,0.2770725779351011
0.13189395526232284,0.40496371936759146
0.2678246567530962,0.7929993108510353
0.27807815798792956,0.34210450156040084
0.3356006187122059,0.7112250459420377
0.7081088149041685,0.40484074319913466
0.9828850121814048,0.6562460516592212
0.8266473740588097,0.3598803515150597
0.12038995071254599,0.6593038025407874
0.5010454276594316,0.6984304501568811
0.0017240620745558877,0.8166974240489435
0.6146935114740111,0.6509275568693214
0.7718057262511806,0.4209155806252304
0.4536561519424299,0.3304561937864803
0.21032602010466506,0.910074737202409
0.9982719544640827,0.8865506114318791
0.9146469166525447,0.4556024880422612
0.2486731320004264,0.9920855747097712
0.7284561926687597,0.5649258264599946
0.6504717264239317,0.6117938252652656
0.309791718360488,0.1992377696126043
0.4745655278048212,0.0698868670326308
0.052450658729675026,0.8042564299265921
0.3389618019625946,0.2590891759135826
0.14872831204428483,0.7036532286319971
0.05197261061764169,0.07547704924186027
0.3642804324572191,0.5854432558804166
0.029616285510160933,0.19467423607428014
0.6690481122684456,0.07514110853922973
0.9403862801537478,0.6406475141857826
0.17192057882136214,0.34685839738161917
0.22003501541659398,0.5685415012641992
0.8668414983255611,0.6097099257427306
0.001086663697350665,0.30295230404306983
0.09964050413917891,0.4970032115855022
0.6559027714225458,0.2252436997360462
0.14095634115969213,0.9414031675909718
0.5453996149848477,0.9058668855736725
0.626671914809925,0.3681509023162223
0.7620455869330801,0.8304736298446624
0.5124654522094483,0.17173643202185418
0.4001792771720072,0.5251879777001106
0.5875577623319828,0.4448680637846615
0.7175442737416778,0.8419283597911437
0.3275994871664044,0.35435655352584816
0.407789370926926,0.34377158225508486
0.03521787051218617,0.578249487905223
0.9144050911239541,0.24345567102159094
0.07477326044704202,0.3936077972112546
0.4303005180517172,0.6410658615256568
0.07679051119956337,0.057003898892483806
0.8278223482849318,0.2554406928455947
0.8260289163157065,0.1581336911957072
0.5554928902026522,0.8844868109461088
0.44911889367811,0.12102048629013429
0.5299122546602741,0.6815962739111472
0.03643068213093981,0.8035136760291833
0.47522516955469996,0.5736008828322123
0.7299317870802378,0.8187568527077098
0.528791481148348,0.07055094986022625
0.16782589350864274,0.7547127253698636
0.8154779520985841,0.08574409433312502
0.9827393523596372,0.004853880525053311
0.26751753626464325,0.7485804622984076
0.660199508155188,0.9465791671189738
0.6350266654918497,0.5164853647250129
0.01667496733040219,0.8329651265162222
0.36390848140985477,0.0712628259082414
0.281685627571998,0.8364296306935969
0.7987401782135318,0.39348059409491176
0.7094067529532602,0.6854364089736359
0.30722644296455115,0.9217466245219028
0.8533139333673038,0.6621318124923844
0.728255164713043,0.5741381734478807
0.47845365494448944,0.0349662570842304
0.7574738834786244,0.7869046972757214
0.6167832936013768,0.7301551097383064
0.91088477823047,0.47266230410756305
0.8921594224829283,0.9352367910230581
0.7196418425687191,0.49909638171018333
0.17853505368998712,0.2772446250209861
0.11828462099408832,0.40782573485713414
0.11663593917945547,0.32086573091886217
0.45371099269019244,0.3212587467879048
0.11215033561777332,0.8718436798811887
0.9201025994645011,0.2920843605099316
0.044401188121757196,0.8148494346649529
0.7982619512271883,0.5202429590075998
0.15788149803613483,0.9696127048725606
0.054909453207055425,0.5874713614421794
0.4020212034141457,0.29876408098129714
0.1709290059215166,0.4315259170077641
0.5734669819392155,0.13740747014452814
0.02205852476726322,0.884512570082659
0.6795943299298046,0.6026021301984625
0.32995401895433474,0.4723926446356198
0.8072710290651672,0.6619139349502909
0.5686849948777226,0.7258257995626962
0.9529224098563052,0.9624908544189932
0.820264325170723,0.4851250257208386
0.03058860282845588,0.682005543091211
0.17966019008265066,0.8934866449458054
0.45477655787084725,0.43074406240715923
0.26119094962798906,0.32209838700785476
0.030797941900447712,0.4977462527298363
0.2974006331119313,0.49948436579963074
0.39920245679938504,0.5589722414676862
0.8729051128773148,0.7904401205394554
0.9934041708598786,0.5445671395689577
0.656158754419741,0.529643668325908
0.5349759801718544,0.9515731063440852
0.8610097881608816,0.9112183238890645
0.8859501180914527,0.2908795963381139
0.037732068368846794,0.34619559972415703
0.5103385781866967,0.7494463536486421
0.44810835851229014,0.5151959644603692
0.5145914604305301,0.4395677427450243
0.5946221648847063,0.35600272261803234
0.6687647362247521,0.2259245847170347
0.8764437650666459,0.5413836591719874
0.22558267660254572,0.14069001706114415
0.9550500414445835,0.15547721913921597
0.6450438059676831,0.09323456589551549
0.4008136323795958,0.6729011607858589
0.4560477511960017,0.49680360659217637
0.2699853982450685,0.37913459362149937
0.33695455827328924,0.7910692983503579
0.13692901901113752,0.19386569630639827
0.6334870732847346,0.8480253936982775
0.229404558089907,0.9970772879008433
0.36607685410266066,0.6864959138091737
0.7877403175486719,0.6054103853963743
0.33233710406664274,0.8753339322880753
0.13987391664782434,0.21755933882369716
0.13848933359987203,0.932995829608502
0.8949357785605149,0.5381559650978553
0.6966112727893051,0.8115272129342166
0.45090219165754397,0.7239259106574162
0.34307484896093055,0.264338671404839
0.49591300976093633,0.4407116959816747
0.5831337727613675,0.9135270579016287
0.05338692368539488,0.9114031761321896
0.1073728561234657,0.6366251184373394
0.21534674207271565,0.5569935932385751
0.20602122792626065,0.5368094924514374
0.42333306687711725,0.22086515615909985
0.49541842390104596,0.9294019800814411
0.6315129021436618,0.7698510470203324
0.8540253108195418,0.33999907641391114
0.5334161140886906,0.6395276322018361
0.45601775746098594,0.961243400238198
0.3000099916614829,0.3185687387782261
0.4103926559716333,0.904772187308887
0.3013842285539696,0.8737077777565561
0.6028383164868504,0.3849471432949402
0.04389425119115864,0.3978372860898646
0.4324949364433137,0.5636938676926978
0.32662695205224757,0.8558436307541114
0.7994077018585539,0.8742329480834574
0.7232266639906426,0.5995669592616507
0.4480248551596041,0.6757476738671844
0.7118776061765623,0.05205700703985605
0.44815177271287887,0.9935873664626306
0.654951395848801,0.30548068932306405
0.6883212364331881,0.5805470567383318
0.6382277673859681,0.5003420583182853
0.22198429287728905,0.8054135699821574
0.10746935504622257,0.7355846759740634
0.6576000239574954,0.5574068463367939
0.18740725931708047,0.8901338999105374
0.09674499398338321,0.4862269527347314
0.18339850024169402,0.3014525926101921
0.6089780562520035,0.4959368518359145
0.22267612323824126,0.13016830816412184
0.5146290329765341,0.9262735898950067
0.2364792877407641,0.3837473337997015
0.20599091534607672,0.5291660956648199
0.9597420847491204,0.6439138756355901
0.36865946662039895,0.0866656231513151
0.7041772072980818,0.0722517846510562
0.37272325417125196,0.4849801936907775
0.7930333370175815,0.24422841971337939
0.4771796212495345,0.9029006143514796
0.13143802023316575,0.926221874269278
0.05631885921797131,0.909709950297935
0.9757958200614703,0.08041763129293567
0.5339181201299715,0.37700526411855817
0.01299238363520483,0.7676750339556805
0.0793693551245006,0.6461256916564989
0.6253737902327885,0.5712775433158721
0.8501615502659954,0.7077104194310997
0.9470985980507152,0.04039824359699218
0.21320187068685803,0.06482346661347416
0.016605738206612042,0.4732689654829815
0.5537178780543491,0.763545815439466
0.4367268070718344,0.2713920493559099
0.017458841725941476,0.11042671421693251
0.8693040773473707,0.265006961547646
0.644877791976157,0.963365044247241
0.8304151912829614,0.8445449361186871
0.6782048380191164,0.1122036444780099
0.41744741978333433,0.1574713784553019
0.7730537951572348,0.9589621386947962
0.6932768181358617,0.979522032656785
0.5195856222922484,0.751072002494294
0.6916087249449047,0.6599346939818415
0.16150836593015405,0.7200657697947377
0.5115751644887926,0.8651070195269904
0.6196373677283303,0.5215223133962433
